"AreaID","Kingdom","Class","Family","ScientificName","CommonName","Superseded","NCA","EPBC","Endemicity","WetlandStatus"
"national-park-maleny","animals","birds","Ardeidae","Egretta garzetta","little egret",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Ardeidae","Egretta novaehollandiae","white-faced heron",,"C",,"QAI",,
"national-park-maleny","animals","birds","Ardeidae","Nycticorax caledonicus","nankeen night-heron",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Pelecanidae","Pelecanus conspicillatus","Australian pelican",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Phalacrocoracidae","Microcarbo melanoleucos","little pied cormorant",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Phalacrocoracidae","Phalacrocorax carbo","great cormorant",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Phalacrocoracidae","Phalacrocorax sulcirostris","little black cormorant",,"C",,"QA","I",
"national-park-maleny","animals","birds","Phalacrocoracidae","Phalacrocorax varius","pied cormorant",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Anhingidae","Anhinga novaehollandiae","Australasian darter",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Apodidae","Apus pacificus","fork-tailed swift",,"SL",,"QAI",,
"national-park-maleny","animals","birds","Apodidae","Hirundapus caudacutus","white-throated needletail",,"V","V","QAI",,
"national-park-maleny","animals","birds","Aegothelidae","Aegotheles cristatus","Australian owlet-nightjar",,"C",,"QAI",,
"national-park-maleny","animals","birds","Eurostopodidae","Eurostopodus mystacalis","white-throated nightjar",,"C",,"QAI",,
"national-park-maleny","animals","birds","Podargidae","Podargus ocellatus plumiferus","plumed frogmouth",,"V",,"QA",,
"national-park-maleny","animals","birds","Podargidae","Podargus strigoides","tawny frogmouth",,"C",,"QA",,
"national-park-maleny","animals","birds","Columbidae","Chalcophaps longirostris","Pacific emerald dove",,"C",,"QA",,
"national-park-maleny","animals","birds","Columbidae","Columba leucomela","white-headed pigeon",,"C",,"QA",,
"national-park-maleny","animals","birds","Columbidae","Columba livia","rock dove",,,,"II",,
"national-park-maleny","animals","birds","Columbidae","Geopelia humeralis","bar-shouldered dove",,"C",,"QAI",,
"national-park-maleny","animals","birds","Columbidae","Geopelia placida","peaceful dove",,"C",,"QAI",,
"national-park-maleny","animals","birds","Columbidae","Leucosarcia melanoleuca","wonga pigeon",,"C",,"QA",,
"national-park-maleny","animals","birds","Columbidae","Lopholaimus antarcticus","topknot pigeon",,"C",,"QA",,
"national-park-maleny","animals","birds","Columbidae","Macropygia phasianella","brown cuckoo-dove",,"C",,"QAI",,
"national-park-maleny","animals","birds","Columbidae","Ocyphaps lophotes","crested pigeon",,"C",,"QA",,
"national-park-maleny","animals","birds","Columbidae","Phaps elegans","brush bronzewing",,"C",,"QA",,
"national-park-maleny","animals","birds","Columbidae","Ptilinopus magnificus","wompoo fruit-dove",,"C",,"QAI",,
"national-park-maleny","animals","birds","Columbidae","Ptilinopus regina","rose-crowned fruit-dove",,"C",,"QAI",,
"national-park-maleny","animals","birds","Columbidae","Ptilinopus superbus","superb fruit-dove",,"C",,"QAI",,
"national-park-maleny","animals","birds","Columbidae","Spilopelia chinensis","spotted dove",,,,"II",,
"national-park-maleny","animals","birds","Podicipedidae","Tachybaptus novaehollandiae","Australasian grebe",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Phaethontidae","Phaethon rubricauda","red-tailed tropicbird",,"V",,"QAI",,
"national-park-maleny","animals","birds","Anatidae","Anas gracilis","grey teal",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Anatidae","Anas platyrhynchos","northern mallard",,,,"II","I",
"national-park-maleny","animals","birds","Anatidae","Anas superciliosa","Pacific black duck",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Anatidae","Aythya australis","hardhead",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Anatidae","Chenonetta jubata","Australian wood duck",,"C",,"QA",,
"national-park-maleny","animals","birds","Anatidae","Cygnus atratus","black swan",,"C",,"QA","I",
"national-park-maleny","animals","birds","Anatidae","Dendrocygna arcuata","wandering whistling-duck",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Anatidae","Dendrocygna eytoni","plumed whistling-duck",,"C",,"QA",,
"national-park-maleny","animals","birds","Anseranatidae","Anseranas semipalmata","magpie goose",,"C",,"QAI","I",
"national-park-maleny","animals","birds","Phasianidae","Synoicus ypsilophorus","brown quail",,"C",,"QAI",,
"national-park-maleny","animals","birds","Megapodiidae","Alectura lathami","Australian brush-turkey",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Elapidae","Cacophis harriettae","white-crowned snake",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Elapidae","Cacophis krefftii","dwarf crowned snake",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Elapidae","Cacophis squamulosus","golden crowned snake",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Elapidae","Cryptophis nigrescens","eastern small-eyed snake",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Elapidae","Demansia psammophis","yellow-faced whipsnake",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Elapidae","Hemiaspis signata","black-bellied swamp snake",,"C",,"QA","I",
"national-park-maleny","animals","reptiles","Elapidae","Pseudechis porphyriacus","red-bellied black snake",,"C",,"QA","I",
"national-park-maleny","animals","reptiles","Elapidae","Pseudonaja textilis","eastern brown snake",,"C",,"QAI",,
"national-park-maleny","animals","reptiles","Elapidae","Tropidechis carinatus","rough-scaled snake",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Elapidae","Vermicella annulata","bandy-bandy",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Colubridae","Boiga irregularis","brown tree snake",,"C",,"QAI",,
"national-park-maleny","animals","reptiles","Colubridae","Dendrelaphis punctulatus","green tree snake",,"C",,"QAI",,
"national-park-maleny","animals","reptiles","Boidae","Morelia spilota","carpet python",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Typhlopidae","Anilios nigrescens","blackish blind snake",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Anomalopus verreauxii","three-clawed worm-skink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Bellatorias frerei","major skink",,"C",,"QAI",,
"national-park-maleny","animals","reptiles","Scincidae","Carlia pectoralis sensu lato",,Y,"C",,"Q",,
"national-park-maleny","animals","reptiles","Scincidae","Carlia vivax","tussock rainbow-skink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Concinnia martini","dark bar-sided skink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Concinnia tenuis","bar-sided skink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Cryptoblepharus pulcher pulcher","elegant snake-eyed skink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Ctenotus spaldingi","straight-browed ctenotus",,"C",,"QAI",,
"national-park-maleny","animals","reptiles","Scincidae","Ctenotus taeniolatus","copper-tailed skink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Cyclodomorphus gerrardii","pink-tongued lizard",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Eroticoscincus graciloides","elf skink",,"C",,"Q",,
"national-park-maleny","animals","reptiles","Scincidae","Eulamprus quoyii","eastern water skink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Karma murrayi","Murray's skink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Lampropholis adonis","diamond-shielded sunskink",,"C",,"Q",,
"national-park-maleny","animals","reptiles","Scincidae","Lampropholis amicula","friendly sunskink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Lampropholis couperi","plain-backed sunskink",,"C",,"Q",,
"national-park-maleny","animals","reptiles","Scincidae","Lampropholis delicata","dark-flecked garden sunskink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Lygisaurus foliorum","tree-base litter-skink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Saproscincus rosei","Rose's shadeskink",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Scincidae","Tiliqua scincoides scincoides","eastern bluetongue",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Varanidae","Varanus varius","lace monitor",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Agamidae","Diporiphora australis","tommy roundhead",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Agamidae","Intellagama lesueurii","eastern water dragon",,"C",,"QA","I",
"national-park-maleny","animals","reptiles","Agamidae","Lophosaurus spinipes","southern angle-headed dragon",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Pygopodidae","Lialis burtonis","Burton's legless lizard",,"C",,"QAI",,
"national-park-maleny","animals","reptiles","Diplodactylidae","Oedura tryoni","southern spotted velvet gecko",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Gekkonidae","Gehyra dubia","dubious dtella",,"C",,"QA",,
"national-park-maleny","animals","reptiles","Chelidae","Elseya albagula","white-throated snapping turtle",,"CR","CE","Q","I",
"national-park-maleny","animals","reptiles","Chelidae","Elusor macrurus","Mary River turtle",,"E","E","Q","I",
"national-park-maleny","animals","amphibians","Bufonidae","Rhinella marina","cane toad",,,,"II",,
"national-park-maleny","animals","amphibians","Hylidae","Litoria balatus","slender bleating treefrog",,"C",,"QA","I",
"national-park-maleny","animals","amphibians","Hylidae","Litoria brevipalmata","green thighed frog",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Hylidae","Litoria caerulea","common green treefrog",,"C",,"QAI",,
"national-park-maleny","animals","amphibians","Hylidae","Litoria chloris","orange eyed treefrog",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Hylidae","Litoria fallax","eastern sedgefrog",,"C",,"QA","I",
"national-park-maleny","animals","amphibians","Hylidae","Litoria gracilenta","graceful treefrog",,"C",,"QA","I",
"national-park-maleny","animals","amphibians","Hylidae","Litoria inermis","bumpy rocketfrog",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Hylidae","Litoria latopalmata","broad palmed rocketfrog",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Hylidae","Litoria nasuta","striped rocketfrog",,"C",,"QAI","I",
"national-park-maleny","animals","amphibians","Hylidae","Litoria pearsoniana","cascade treefrog",,"V",,"QA","I",
"national-park-maleny","animals","amphibians","Hylidae","Litoria peronii","emerald spotted treefrog",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Hylidae","Litoria rubella","ruddy treefrog",,"C",,"QAI",,
"national-park-maleny","animals","amphibians","Hylidae","Litoria sp.",,,"C",,"QAI",,
"national-park-maleny","animals","amphibians","Hylidae","Litoria tyleri","southern laughing treefrog",,"C",,"QA","I",
"national-park-maleny","animals","amphibians","Hylidae","Litoria wilcoxii","eastern stony creek frog",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Assa darlingtoni","pouched frog",,"V","V","QA",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Crinia parinsignifera","beeping froglet",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Crinia signifera","clicking froglet",,"C",,"QA","I",
"national-park-maleny","animals","amphibians","Myobatrachidae","Crinia sp.",,,"C",,"QA",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Mixophyes fasciolatus","great barred frog",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Mixophyes iteratus","giant barred frog",,"V","V","QA",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Mixophyes sp.",,,"C",,"QAI",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Pseudophryne major","great brown broodfrog",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Pseudophryne raveni","copper backed broodfrog",,"C",,"Q",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Rheobatrachus silus","southern gastric brooding frog",,"PE","EX","Q",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Taudactylus diurnus","southern dayfrog",,"PE","EX","Q",,
"national-park-maleny","animals","amphibians","Myobatrachidae","Uperoleia fusca","dusky gungan",,"C",,"QA",,
"national-park-maleny","animals","amphibians","Limnodynastidae","Adelotus brevis","tusked frog",,"V",,"QA","I",
"national-park-maleny","animals","amphibians","Limnodynastidae","Limnodynastes peronii","striped marshfrog",,"C",,"QA","I",
"national-park-maleny","animals","amphibians","Limnodynastidae","Limnodynastes terraereginae","scarlet sided pobblebonk",,"C",,"QA","I",
"national-park-maleny","animals","lobe-finned fishes","Ceratodontidae","Neoceratodus forsteri","Australian lungfish",,,"V","Q","D",
"national-park-maleny","animals","ray-finned fishes","Eleotridae","Hypseleotris klunzingeri","western carp gudgeon",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Eleotridae","Mogurnda adspersa","southern purplespotted gudgeon",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Eleotridae","Philypnodon grandiceps","flathead gudgeon",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Mugilidae","Mugil cephalus","sea mullet",,,,"QAI","D",
"national-park-maleny","animals","ray-finned fishes","Apogonidae","Glossamia aprion","mouth almighty",,,,"QAI","D",
"national-park-maleny","animals","ray-finned fishes","Terapontidae","Leiopotherapon unicolor","spangled perch",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Percichthyidae","Maccullochella mariensis","Mary River cod",,,"E","Q","D",
"national-park-maleny","animals","ray-finned fishes","Percichthyidae","Macquaria ambigua","golden perch",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Percichthyidae","Macquaria novemaculeata","Australian bass",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Ambassidae","Ambassis agassizii","Agassiz's glassfish",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Poeciliidae","Gambusia holbrooki","mosquitofish",,,,"II","D",
"national-park-maleny","animals","ray-finned fishes","Poeciliidae","Xiphophorus hellerii","swordtail",,,,"II","D",
"national-park-maleny","animals","ray-finned fishes","Atherinidae","Craterocephalus marjoriae","silverstreak hardyhead",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Atherinidae","Craterocephalus stercusmuscarum","flyspecked hardyhead",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Pseudomugilidae","Pseudomugil signifer","Pacific blue eye",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Melanotaeniidae","Melanotaenia duboulayi","crimsonspotted rainbowfish",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Retropinnidae","Retropinna semoni","Australian smelt",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Plotosidae","Neosilurus hyrtlii","Hyrtl's catfish",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Plotosidae","Tandanus tandanus","freshwater catfish",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Clupeidae","Nematalosa erebi","bony bream",,,,"QA","D",
"national-park-maleny","animals","ray-finned fishes","Anguillidae","Anguilla reinhardtii","longfin eel",,,,"QAI","D",
"national-park-maleny","animals","insects","Lycaenidae","Candalides absimilis","common pencilled-blue",,,,"QA",,
"national-park-maleny","animals","insects","Lycaenidae","Jalmenus evagoras","imperial hairstreak",,,,"QA",,
"national-park-maleny","animals","insects","Lycaenidae","Nacaduba kurava parma","white-banded line-blue",,,,"QA",,
"national-park-maleny","animals","insects","Lycaenidae","Zizina otis labradus","common grass-blue (Australian subspecies)",,,,"QAI",,
"national-park-maleny","animals","insects","Nymphalidae","Acraea andromacha andromacha","glasswing",,,,"QAI",,
"national-park-maleny","animals","insects","Nymphalidae","Charaxes sempronius sempronius","tailed emperor",,,,"QA",,
"national-park-maleny","animals","insects","Nymphalidae","Cupha prosope prosope","bordered rustic (Australian subspecies)",,,,"QA",,
"national-park-maleny","animals","insects","Nymphalidae","Danaus petilia","lesser wanderer",,,,"QAI",,
"national-park-maleny","animals","insects","Nymphalidae","Danaus plexippus","monarch",,,,"II",,
"national-park-maleny","animals","insects","Nymphalidae","Doleschallia bisaltide australis","leafwing",,,,"QAI",,
"national-park-maleny","animals","insects","Nymphalidae","Euploea corinna","common crow",,,,"QA",,
"national-park-maleny","animals","insects","Nymphalidae","Heteronympha mirifica","wonder brown",,,,"QA",,
"national-park-maleny","animals","insects","Nymphalidae","Hypocysta metirius","brown ringlet",,,,"QA",,
"national-park-maleny","animals","insects","Nymphalidae","Hypocysta pseudirius","grey ringlet",,,,"QA",,
"national-park-maleny","animals","insects","Nymphalidae","Hypolimnas bolina nerina","varied eggfly",,,,"QAI",,
"national-park-maleny","animals","insects","Nymphalidae","Junonia villida villida","meadow argus",,,,"QAI",,
"national-park-maleny","animals","insects","Nymphalidae","Melanitis leda bankia","evening brown",,,,"QA",,
"national-park-maleny","animals","insects","Nymphalidae","Phaedyma shepherdi shepherdi","white-banded plane (southern subspecies)",,,,"QA",,
"national-park-maleny","animals","insects","Nymphalidae","Tirumala hamata hamata","blue tiger",,,,"QAI",,
"national-park-maleny","animals","insects","Nymphalidae","Tisiphone abeona rawnsleyi","varied sword-grass brown (Queensland subspecies)",,,,"Q",,
"national-park-maleny","animals","insects","Nymphalidae","Vanessa itea","yellow admiral",,,,"QAI",,
"national-park-maleny","animals","insects","Nymphalidae","Vanessa kershawi","Australian painted lady",,,,"QAI",,
"national-park-maleny","animals","insects","Pieridae","Belenois java teutonia","caper white",,,,"QAI",,
"national-park-maleny","animals","insects","Pieridae","Catopsilia pomona","lemon migrant",,,,"QAI",,
"national-park-maleny","animals","insects","Pieridae","Delias argenthona argenthona","scarlet jezebel",,,,"QA",,
"national-park-maleny","animals","insects","Pieridae","Delias nigrina","black jezebel",,,,"QA",,
"national-park-maleny","animals","insects","Pieridae","Elodina angulipennis","southern pearl-white",,,,"QA",,
"national-park-maleny","animals","insects","Pieridae","Eurema hecabe","large grass-yellow",,,,"QAI",,
"national-park-maleny","animals","insects","Pieridae","Pieris rapae","cabbage white",,,,"II",,
"national-park-maleny","animals","insects","Papilionidae","Graphium choredon","blue triangle",,,,"QAI",,
"national-park-maleny","animals","insects","Papilionidae","Graphium eurypylus lycaon","pale triangle",,,,"QA",,
"national-park-maleny","animals","insects","Papilionidae","Ornithoptera richmondia","Richmond birdwing",,"V",,"QA",,
"national-park-maleny","animals","insects","Papilionidae","Papilio aegeus aegeus","orchard swallowtail (Australian subspecies)",,,,"QA",,
"national-park-maleny","animals","insects","Papilionidae","Papilio anactus","dainty swallowtail",,,,"QA",,
"national-park-maleny","animals","insects","Papilionidae","Papilio fuscus capaneus","fuscous swallowtail (Australian subspecies)",,,,"QA",,
"national-park-maleny","animals","insects","Noctuidae","Phyllodes imperialis smithersi",,,,"E","QA",,
"national-park-maleny","animals","insects","Hesperiidae","Euschemon rafflesia rafflesia","regent skipper (southern subspecies)",,,,"QA",,
"national-park-maleny","animals","insects","Hesperiidae","Netrocoryne repanda repanda","bronze flat (southern subspecies)",,,,"QA",,
"national-park-maleny","animals","malacostracans","Parastacidae","Euastacus urospinosus",,,,,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Agaricaceae","Leucocoprinus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Agaricaceae","Macrolepiota",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Amanitaceae","Amanita",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Amanitaceae","Amanita albovolvata",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Amanitaceae","Amanita basibulbosa",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Amanitaceae","Amanita crematelloides",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Amanitaceae","Amanita fuscosquamosa",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Amanitaceae","Amanita griselloides",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Amanitaceae","Amanita murinaster",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Atheliaceae","Dictyonema sericeum",,,"C",,"QAI",,
"national-park-maleny","fungi","Agaricomycetes","Auriculariaceae","Auricularia delicata",,,"C",,"QI",,
"national-park-maleny","fungi","Agaricomycetes","Auriscalpiaceae","Artomyces",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Bankeraceae","Phellodon plicatus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Bankeraceae","Sarcodon laevigatus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Bolbitiaceae","Descolea recedens",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Austroboletus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Austroboletus rarus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Boletellus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Boletellus ananiceps",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Boletellus dissiliens",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Boletellus emodensis",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Boletellus obscurecoccineus",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Boletus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Boletus carramarus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Boletus dispersus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Boletus emilii",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Buchwaldoboletus sphaerocephalus",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Chalciporus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Fistulinella",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Fistulinella rodwayi",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Pulveroboletus ravenelii",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Strobilomyces",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Strobilomyces velutipes",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Sutorius australiensis",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Tylopilus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Tylopilus balloui",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Boletaceae","Xerocomus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Boletinellaceae","Phlebopus xanthopus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Clavariaceae","Clavaria",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Clavariaceae","Clavulinopsis sulcata",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Clavariaceae","Ramariopsis simplex",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Clavulinaceae","Clavulina",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Coniophoraceae","Podoserpula pusio",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Cortinariaceae","Cortinarius",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Cortinariaceae","Cortinarius archeri",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Cortinariaceae","Cortinarius rotundisporus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Cortinariaceae","Cortinarius subarvinaceus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Cortinariaceae","Cortinarius vinaceocinereus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Cortinariaceae","Dermocybe erythrocephala",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Cortinariaceae","Gymnopilus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Crepidotaceae","Crepidotus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Entolomataceae","Clitopilus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Entolomataceae","Entoloma",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Entolomataceae","Entoloma amicorum",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Entolomataceae","Entoloma virescens",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Fomitopsidaceae","Piptoporus australiensis",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Ganodermataceae","Amauroderma",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Gomphaceae","Ramaria",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Gomphaceae","Ramaria anziana",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Gomphaceae","Ramaria filicicola",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Hydnaceae","Hydnum repandum",,,"C",,"QAI",,
"national-park-maleny","fungi","Agaricomycetes","Hydnangiaceae","Laccaria",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Hydnangiaceae","Laccaria canaliculata",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Hydnangiaceae","Laccaria lateritia",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Hydnangiaceae","Laccaria proxima",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Hygrophoraceae","Humidicutis arcohastata",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Hygrophoraceae","Humidicutis lewelliniae",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Hygrophoraceae","Hygrocybe",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Hygrophoraceae","Hygrocybe miniata",,,"C",,"QAI",,
"national-park-maleny","fungi","Agaricomycetes","Hygrophoraceae","Hygrocybe roseoflavida",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Hygrophoraceae","Hygrophorus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Hygrophoraceae","Hygrophorus involutus",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Hygrophoraceae","Hygrophorus involutus var. involutus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Hymenochaetaceae","Coltricia",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Hymenochaetaceae","Fomitiporia robusta",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Hymenochaetaceae","Hymenochaete villosa",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Hymenochaetaceae","Phellinus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Inocybaceae","Inocybe",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Inocybaceae","Inocybe australiensis",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Inocybaceae","Inocybe emergens",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Inocybaceae","Inocybe pluviorum",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Inocybaceae","Inocybe striatula",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Marasmiaceae","Campanella tristis",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Marasmiaceae","Marasmius",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Marasmiaceae","Marasmius elegans",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Marasmiaceae","Marasmius haematocephalus",,,"C",,"QA",,
