"AreaID","Kingdom","Class","Family","ScientificName","CommonName","Superseded","NCA","EPBC","Endemicity","WetlandStatus"
"national-park-maleny","fungi","Agaricomycetes","Marasmiaceae","Marasmius vagus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Marasmiaceae","Trogia",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Mycenaceae","Heimiomyces",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Phallaceae","Mutinus boninensis",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Physalacriaceae","Armillaria",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Physalacriaceae","Armillaria hinnulea",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Physalacriaceae","Oudemansiella",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Physalacriaceae","Oudemansiella exannulata",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Pluteaceae","Pluteus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Pluteaceae","Volvariella",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Pluteaceae","Volvariella taylorii",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Podoscyphaceae","Podoscypha petalodes",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Coriolopsis",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Laetiporus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Laetiporus portentosus",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Microporus xanthopus",,,"C",,"QAI",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Panus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Panus lecomtei",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Polyporus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Polyporus badius",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Polyporus dictyopus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Polyporus melanopus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Polyporus varius",,,"C",,"QI",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Porodisculus pendulus",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Spongipellis",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Trametes elegans",,,"C",,"QAI",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Trametes hirsuta",,,"C",,"QAI",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Trametes menziesii",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Trametes meyenii",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Polyporaceae","Trametes modesta",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Lactarius",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Lactifluus clarkeae",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Lactifluus leonardii",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Russula",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Russula albobrunnea",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Russula foetens",,,"C",,"QI",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Russula ingwa",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Russula iterika",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Russula reddellii",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Russulaceae","Russula viridis",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Sclerodermataceae","Calostoma fuscum",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Steccherinaceae","Flavodon flavus",,,"C",,"QAI",,
"national-park-maleny","fungi","Agaricomycetes","Steccherinaceae","Steccherinum rawakense",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Stereaceae","Stereum ostrea",,,"C",,"QAI",,
"national-park-maleny","fungi","Agaricomycetes","Strophariaceae","Agrocybe parasitica",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Strophariaceae","Pholiota",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Strophariaceae","Psilocybe",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Suillaceae","Suillus salmonicolor",,,"C",,"Q",,
"national-park-maleny","fungi","Agaricomycetes","Thelephoraceae","Thelephora",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Tricholomataceae","Clitocybe",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Tricholomataceae","Collybia",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Tricholomataceae","Gymnopus",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Tricholomataceae","Leucopaxillus eucalyptorum",,,"C",,"QA",,
"national-park-maleny","fungi","Agaricomycetes","Tricholomataceae","Porpoloma",,,,,"U",,
"national-park-maleny","fungi","Agaricomycetes","Tricholomataceae","Tricholoma",,,,,"U",,
"national-park-maleny","fungi","Leotiomycetes","Helotiaceae","Phaeohelotium baileyanum",,,"C",,"Q",,
"national-park-maleny","fungi","Pezizomycetes","Sarcoscyphaceae","Phillipsia subpurpurea",,,"C",,"Q",,
"national-park-maleny","fungi","Tremellomycetes","Tremellaceae","Tremella fuciformis",,,"C",,"QA",,
"national-park-maleny","fungi","arthoniomycetes","Arthoniaceae","Cryptothecia atropunctata",,,"C",,"Q",,
"national-park-maleny","fungi","arthoniomycetes","Arthoniaceae","Cryptothecia scripta",,,"C",,"Q",,
"national-park-maleny","fungi","arthoniomycetes","Chrysothricaceae","Chrysothrix xanthina",,,"C",,"QA",,
"national-park-maleny","fungi","arthoniomycetes","Opegraphaceae","Opegrapha australiensis",,,"C",,"Q",,
"national-park-maleny","fungi","arthoniomycetes","Roccellaceae","Chiodecton colensoi",,,"C",,"QAI",,
"national-park-maleny","fungi","dothideomycetes","Trypetheliaceae","Nigrovothelium tropicum",,,"C",,"Q",,
"national-park-maleny","fungi","dothideomycetes","Trypetheliaceae","Trypethelium tropicum",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Caliciaceae","Buellia rechingeri",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Caliciaceae","Calicium chlorosporum",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Caliciaceae","Pyxine sorediata",,,"C",,"QA",,
"national-park-maleny","fungi","lecanoromycetes","Cladoniaceae","Cladia aggregata",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Cladoniaceae","Cladia glaucolivida",,,"C",,"QA",,
"national-park-maleny","fungi","lecanoromycetes","Cladoniaceae","Squamella spumosa",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Coccocarpiaceae","Coccocarpia palmicola",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Coenogoniaceae","Coenogonium linkii",,,"C",,"QA",,
"national-park-maleny","fungi","lecanoromycetes","Collemataceae","Collema fasciculare var. microcarpum",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Glyphis cicatricosa",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Graphis aperiens",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Graphis dracaenae",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Graphis furcata",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Graphis intricata",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Phaeographis brasiliensis",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Phaeographis intricans",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Sarcographa labyrinthica",,,"C",,"QA",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Sarcographa subtricosa",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Graphidaceae","Thecaria montagnei",,,"C",,"Q",,
"national-park-maleny","fungi","lecanoromycetes","Pannariaceae","Pannaria lurida",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Pannariaceae","Parmeliella",,,,,"U",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Austroparmelina conlabrosa",,,"C",,"QA",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Parmotrema austrosinense",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Parmotrema crinitum",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Parmotrema reticulatum",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Parmotrema robustum",,,"C",,"QA",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Relicina rahengensis",,,"C",,"QA",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Usnea bismolliuscula",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Usnea himantodes",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Usnea rubicunda",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Parmeliaceae","Xanthoparmelia mongaensis",,,"C",,"QA",,
"national-park-maleny","fungi","lecanoromycetes","Physciaceae","Heterodermia obscurata",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Physciaceae","Heterodermia speciosa",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Ramalinaceae","Ramalina confirmata",,,"C",,"QAI",,
"national-park-maleny","fungi","lecanoromycetes","Stereocaulaceae","Lepraria membranacea",,,"C",,"Q",,
"national-park-maleny","fungi","sordariomycetes","Xylariaceae","Xylaria",,,,,"U",,
"national-park-maleny","fungi","uncertain","Incertae sedis Fungi","Creolophus",,,,,"U",,
"national-park-maleny","plants","Ulvophyceae","Trentepohliaceae","Trentepohlia abietina",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Acanthaceae","Brunoniella australis","blue trumpet",,"C",,"QA",,
"national-park-maleny","plants","land plants","Acanthaceae","Brunoniella spiciflora",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Acanthaceae","Harnieria hygrophiloides","white karambal",,"C",,"QA",,
"national-park-maleny","plants","land plants","Acanthaceae","Pseuderanthemum variabile","pastel flower",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Acanthaceae","Rostellularia adscendens",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Akaniaceae","Akania bidwillii","turnip wood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Amaranthaceae","Amaranthus spinosus","needle burr",,,,"IU",,
"national-park-maleny","plants","land plants","Amaranthaceae","Deeringia arborescens","climbing deeringia",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Amaranthaceae","Gomphrena celosioides","gomphrena weed",,,,"IU",,
"national-park-maleny","plants","land plants","Amaranthaceae","Nyssanthes diffusa","barbed-wire weed",,"C",,"QA",,
"national-park-maleny","plants","land plants","Anacardiaceae","Euroschinus falcatus",,,"C",,"XU",,
"national-park-maleny","plants","land plants","Anacardiaceae","Euroschinus falcatus var. falcatus",,Y,,,"XU",,
"national-park-maleny","plants","land plants","Anacardiaceae","Rhodosphaera rhodanthema","tulip satinwood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Annonaceae","Huberantha nitidissima",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Annonaceae","Melodorum leichhardtii",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Aphanopetalaceae","Aphanopetalum resinosum","gumvine",,"C",,"QA",,
"national-park-maleny","plants","land plants","Apiaceae","Centella asiatica",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Apiaceae","Cyclospermum leptophyllum",,,,,"IU",,
"national-park-maleny","plants","land plants","Apiaceae","Xanthosia pilosa","woolly xanthosia",,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Alstonia scholaris","white cheesewood",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Apocynaceae","Alyxia magnifolia",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Apocynaceae","Alyxia ruscifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Araujia sericifera","white moth vine",,,,"IU",,
"national-park-maleny","plants","land plants","Apocynaceae","Carissa ovata","currantbush",,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Gomphocarpus physocarpus","balloon cottonbush",,,,"IU",,
"national-park-maleny","plants","land plants","Apocynaceae","Gymnema pleiadenium",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Hoya australis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Hoya australis subsp. australis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Leichhardtia micradenia",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Apocynaceae","Leichhardtia racemosa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Leichhardtia rostrata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Melodinus acutiflorus","bellbird vine",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Apocynaceae","Melodinus australis","southern melodinus",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Apocynaceae","Parsonsia lilacina","crisped silkpod",,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Parsonsia rotata","veinless silkpod",,"C",,"Q",,
"national-park-maleny","plants","land plants","Apocynaceae","Parsonsia straminea","monkey rope",,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Parsonsia velutina","hairy silkpod",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Apocynaceae","Parsonsia ventricosa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Apocynaceae","Secamone elliptica",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Apocynaceae","Tabernaemontana pandacaqui","banana bush",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Apocynaceae","Vincetoxicum polyanthum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Araceae","Alocasia brisbanensis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Araceae","Alocasia macrorrhizos",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Araceae","Gymnostachys anceps","settler's flax",,"C",,"QA",,
"national-park-maleny","plants","land plants","Araceae","Pothos longipes",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Araliaceae","Astrotricha latifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Araliaceae","Astrotricha umbrosa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Araliaceae","Cephalaralia cephalobotrys","climbing panax",,"C",,"QA",,
"national-park-maleny","plants","land plants","Araliaceae","Hydrocotyle laxiflora","stinking pennywort",,"C",,"QA",,
"national-park-maleny","plants","land plants","Araliaceae","Hydrocotyle pedicellosa",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Araliaceae","Hydrocotyle tripartita",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Araliaceae","Polyscias elegans","celery wood",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Araliaceae","Polyscias murrayi",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Araliaceae","Trachymene procumbens","creeping wild parsnip",,"C",,"QA",,
"national-park-maleny","plants","land plants","Araucariaceae","Araucaria bidwillii","bunya pine",,"C",,"QA",,
"national-park-maleny","plants","land plants","Araucariaceae","Araucaria cunninghamii","hoop pine",,"C",,"Q",,
"national-park-maleny","plants","land plants","Arecaceae","Archontophoenix cunninghamiana","piccabeen palm",,"C",,"QA",,
"national-park-maleny","plants","land plants","Arecaceae","Calamus muelleri","lawyer vine",,"C",,"QA",,
"national-park-maleny","plants","land plants","Arecaceae","Linospadix monostachyos","walking stick palm",,"C",,"QA",,
"national-park-maleny","plants","land plants","Aristolochiaceae","Aristolochia meridionalis subsp. meridionalis",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Aristolochiaceae","Pararistolochia praevenosa",,,"NT",,"QA",,
"national-park-maleny","plants","land plants","Asparagaceae","Asparagus officinalis","asparagus",,,,"IU",,
"national-park-maleny","plants","land plants","Aspleniaceae","Asplenium attenuatum","walking fern",,"C",,"Q",,
"national-park-maleny","plants","land plants","Aspleniaceae","Asplenium attenuatum var. attenuatum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Aspleniaceae","Asplenium australasicum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Aspleniaceae","Asplenium flabellifolium","necklace fern",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Aspleniaceae","Asplenium polyodon","mare's tail fern",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Asteraceae","Ageratina adenophora","crofton weed",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Ageratina riparia","mistflower",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Ageratum houstonianum","blue billygoat weed",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Baccharis halimifolia","groundsel bush",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Bidens pilosa",,,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Carduus pycnocephalus",,,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Cassinia subtropica",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Asteraceae","Centratherum riparium",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Asteraceae","Cirsium vulgare","spear thistle",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Coronidium elatum subsp. elatum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Asteraceae","Crassocephalum crepidioides","thickhead",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Cyanthillium cinereum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Asteraceae","Hypochaeris radicata","catsear",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Lordhowea amygdalifolia",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Asteraceae","Olearia nernstii","Ipswich daisy",,"C",,"QA",,
"national-park-maleny","plants","land plants","Asteraceae","Ozothamnus diosmifolius","white dogwood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Asteraceae","Pseudognaphalium luteoalbum","Jersey cudweed",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Asteraceae","Sigesbeckia orientalis","Indian weed",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Asteraceae","Solidago altissima subsp. altissima","goldenrod",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Sonchus oleraceus","common sowthistle",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Tagetes minuta","stinking roger",,,,"IU",,
"national-park-maleny","plants","land plants","Asteraceae","Youngia japonica",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Atherospermataceae","Daphnandra apatela",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Athyriaceae","Diplazium assimile",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Athyriaceae","Diplazium australe","austral lady fern",,"C",,"QA",,
"national-park-maleny","plants","land plants","Athyriaceae","Diplazium dilatatum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Bignoniaceae","Dolichandra unguis-cati","cat's claw creeper",,,,"IU",,
"national-park-maleny","plants","land plants","Bignoniaceae","Pandorea floribunda",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Bignoniaceae","Pandorea jasminoides",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Bignoniaceae","Pandorea pandorana","wonga vine",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Blechnaceae","Blechnum cartilagineum","gristle fern",,"C",,"QA",,
"national-park-maleny","plants","land plants","Blechnaceae","Blechnum doodianum",,,"SL",,"Q",,
"national-park-maleny","plants","land plants","Blechnaceae","Blechnum neohollandicum",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Blechnaceae","Blechnum parrisiae",,,"SL",,"QAI",,
"national-park-maleny","plants","land plants","Blechnaceae","Blechnum patersonii",,,"SL",,"QAI",,
"national-park-maleny","plants","land plants","Blechnaceae","Blechnum spinulosum",,,"SL",,"QAI",,
"national-park-maleny","plants","land plants","Blechnaceae","Blechnum wattsii","hard water fern",,"SL",,"QA",,
"national-park-maleny","plants","land plants","Boraginaceae","Ehretia acuminata",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Braithwaiteaceae","Braithwaitea sulcata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Brassicaceae","Raphanus raphanistrum","wild radish",,,,"IU",,
"national-park-maleny","plants","land plants","Brassicaceae","Rorippa nasturtium-aquaticum","watercress",,,,"IU","I",
"national-park-maleny","plants","land plants","Brassicaceae","Sisymbrium officinale","hedge mustard",,,,"IU",,
"national-park-maleny","plants","land plants","Burseraceae","Canarium australasicum","mango bark",,"C",,"QA",,
"national-park-maleny","plants","land plants","Byttneriaceae","Commersonia bartramia","brown kurrajong",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Byttneriaceae","Seringia arborescens",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Campanulaceae","Lobelia purpurascens","white root",,"SL",,"QA",,
"national-park-maleny","plants","land plants","Campanulaceae","Lobelia trigonocaulis","forest lobelia",,"SL",,"QA",,
"national-park-maleny","plants","land plants","Campanulaceae","Wahlenbergia tumidifructa",,,"SL",,"QA",,
"national-park-maleny","plants","land plants","Cannabaceae","Aphananthe philippinensis",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cannabaceae","Celtis paniculata","native celtis",,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cannabaceae","Trema tomentosa",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cannabaceae","Trema tomentosa var. aspera",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cannabaceae","Trema tomentosa var. tomentosa",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Cannaceae","Canna x generalis",,,,,"IU",,
"national-park-maleny","plants","land plants","Capparaceae","Capparis",,,,,"U",,
"national-park-maleny","plants","land plants","Capparaceae","Capparis arborea","brush caper berry",,"C",,"QA",,
"national-park-maleny","plants","land plants","Capparaceae","Capparis sarmentosa","scrambling caper",,"C",,"QA",,
"national-park-maleny","plants","land plants","Capparaceae","Capparis velutina",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Cardiopteridaceae","Citronella moorei","churnwood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Caryophyllaceae","Drymaria cordata",,,,,"IU",,
"national-park-maleny","plants","land plants","Caryophyllaceae","Stellaria media","chickweed",,,,"IU",,
"national-park-maleny","plants","land plants","Casuarinaceae","Allocasuarina littoralis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Casuarinaceae","Allocasuarina torulosa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Celastraceae","Celastrus subspicata","large-leaved staffvine",,"C",,"QA",,
"national-park-maleny","plants","land plants","Celastraceae","Denhamia bilocularis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Celastraceae","Denhamia celastroides","broad-leaved boxwood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Celastraceae","Denhamia disperma",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Celastraceae","Elaeodendron australe",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Celastraceae","Elaeodendron australe var. australe",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Celastraceae","Hippocratea barbata","knotvine",,"C",,"Q",,
"national-park-maleny","plants","land plants","Celastraceae","Pleurostylia opposita",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Celastraceae","Siphonodon australis","ivorywood",,"C",,"QA",,
"national-park-maleny","plants","land plants","Chenopodiaceae","Dysphania carinata",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Chenopodiaceae","Einadia nutans",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Chenopodiaceae","Einadia nutans subsp. nutans",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Commelinaceae","Aneilema acuminatum",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Commelinaceae","Commelina diffusa",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Commelinaceae","Pollia crispata","pollia",,"C",,"QA",,
"national-park-maleny","plants","land plants","Commelinaceae","Pollia macrophylla",,,"C",,"QI",,
"national-park-maleny","plants","land plants","Commelinaceae","Tradescantia fluminensis",,,,,"IU",,
"national-park-maleny","plants","land plants","Convolvulaceae","Calystegia marginata","forest bindweed",,"C",,"QA",,
"national-park-maleny","plants","land plants","Convolvulaceae","Ipomoea quamoclit","star of Bethlehem",,,,"IU",,
"national-park-maleny","plants","land plants","Cornaceae","Alangium polyosmoides subsp. polyosmoides",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cornaceae","Alangium polyosmoides subsp. tomentosum",,,"C",,"Q",,
"national-park-maleny","plants","land plants","Corynocarpaceae","Corynocarpus rupestris subsp. arborescens","southern corynocarpus",,"V",,"QA",,
"national-park-maleny","plants","land plants","Crassulaceae","Crassula sieberiana",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cucurbitaceae","Diplocyclos palmatus",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cucurbitaceae","Nothoalsomitra suberosa",,,"NT",,"Q",,
"national-park-maleny","plants","land plants","Cucurbitaceae","Sicyos australis","star cucumber",,"C",,"QA",,
"national-park-maleny","plants","land plants","Cucurbitaceae","Trichosanthes subvelutina","silky cucumber",,"C",,"QA",,
"national-park-maleny","plants","land plants","Cucurbitaceae","Zehneria cunninghamii","slender cucumber",,"C",,"QA",,
"national-park-maleny","plants","land plants","Cunoniaceae","Ackama paniculosa",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cunoniaceae","Callicoma serratifolia","callicoma",,"C",,"QA",,
"national-park-maleny","plants","land plants","Cunoniaceae","Pseudoweinmannia lachnocarpa","rose marara",,"C",,"QA",,
"national-park-maleny","plants","land plants","Cunoniaceae","Schizomeria ovata","white cherry",,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyatheaceae","Alsophila australis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyatheaceae","Sphaeropteris australis",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyatheaceae","Sphaeropteris cooperi",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyperaceae","Carex breviculmis",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cyperaceae","Carex brunnea",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cyperaceae","Carex gaudichaudiana",,,"C",,"QAI","I",
"national-park-maleny","plants","land plants","Cyperaceae","Carex horsfieldii",,,"C",,"QI",,
"national-park-maleny","plants","land plants","Cyperaceae","Carex maculata",,,"C",,"QAI",,
"national-park-maleny","plants","land plants","Cyperaceae","Carex polyantha",,,"C",,"QA",,
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus brevifolius","Mullumbimby couch",,,,"IU",,
"national-park-maleny","plants","land plants","Cyperaceae","Cyperus cyperoides",,,"C",,"QAI",,
